link_type,linked,text
0,1,"Bill Clinton wants to ration health care. [SEP] Bill Clinton's economic plan and his agenda will make matters much, much worse"
2,0,We're ahead of our six-year schedule. [SEP] Why did he fail to even promote legislation that would have provided an answer for those that want to come legally and for those that are here illegally today
1,1,"the right course for America's government, we were talking about the role of government, is not to become the economic player. [SEP] picking winners and losers"
0,1,"They now have a plan to cover everybody and their premiums are two-thirds of the rest of the country. [SEP] I think Mr. Perot and I agree on this, there has to be a national commission of health care providers and health care consumers that set ceilings to keep health costs in line with inflation, plus population growth"
2,0,We now have defense systems that the costs are completely out of control. [SEP] I have much better judgment than she does
0,1,We reduced our industrial waste by 11%. [SEP] let me start with Texas
2,0,we need to lift their standards. [SEP] He never answered my charges that Bill Clinton has trouble telling the truth
2,0,It's a record they think they can play that everybody loves to hear. [SEP] One of the greatest barriers to opportunity for a family and for those children is the threat that they mat lose their health insurance
1,1,"It is there. [SEP] No, it's not"
2,0,we got to have a knowledge base. [SEP] I believe that we have a great interest in the Pacific Basin
2,0,We had to make cuts. [SEP] I simply think it's wrong to take money away from programs that are helping build basic skills for kids
2,0,"Worse than that, when you add on the other spending programs that our opponents have committed to, plus the cost of their plan to privatize Social Security, by our calculations they're $1.1 trillion in debt.. [SEP] I try to have a real American citizen there who is directly affected by it so that people can see the connection of what happens way across the country"
2,0,We need comprehensive background checks. [SEP] I hope a lot of them lose
1,1,"I do believe in public service. [SEP] I think you see, I am one who I get kidded by being a little old fashioned on these things"
2,0,"How is raising taxes going to help the farmer?. [SEP] With regard to the freedom of the individual for choice with regard to abortion, there's one individual who's not being considered at all"
0,1,Just to give people a shot.. I’ve laid out a clear plan as to how to do those things.
2,0,"I think they noticed that as well. [SEP] The Nicaraguans must know that it is the policy of our government that that leadership must stay behind the boundaries of their nation, not interfere in other nations"
2,0,"almost everybody agrees unless we get it down. [SEP] A woman came to me and she said, look, I can't afford insurance for myself or my son"
1,1,we're going in the wrong direction. [SEP] That's not how it's going
0,1,"I was in Dayton, Ohio, and a woman grabbed my arm and she said, ""I've been out of work since May. [SEP] Can you help me?"". [SEP] Ann yesterday was at a rally in Denver and a woman came up to her with a baby in her arms and said, ""Ann, my husband has had four jobs in three years, part-time jobs. [SEP] He's lost his most recent job and we've now just lost our home. [SEP] Can you help us?"""
